kode,text
27409,Merakit lampu gantung mewah.
27409,Memproduksi lentera outdoor berkualitas.
27409,Membuat lampu meja bergaya klasik.
27409,Menginstal lampu jalan umum.
27409,Merakit lampu hias pohon natal.
27409,Reparasi peralatan penerangan listrik.
27409,Membuat komponen lampu: reflektor.
27409,Memproduksi peralatan lampu bukan listrik.
27409,Menjual lampu gantung kristal.
27409,Merancang desain lampu minimalis.
27409,Membuat filamen lampu berkualitas tinggi.
27409,Merakit lampu dengan starter.
27409,Memproduksi tempat lilin artistik.
27409,Membuat lampu taman tahan cuaca.
27409,Menguji kualitas lampu jalan.
27409,Membuat batang perapian listrik.
27409,Memproduksi lentera gas antik.
27409,Membuat komponen lampu: stater.
27409,Menjual lampu meja modern.
27409,Merancang lampu kamar tidur.
27409,Merakit lampu hias unik.
27409,Memproduksi reflektor lampu.
27409,Memperbaiki lampu jalan rusak.
27409,Membuat lentera minyak tanah.
27409,Menjual peralatan penerangan.
27409,Merakit lampu gantung LED.
27409,Mendesain lampu taman.
27409,Memproduksi filamen tahan lama.
27409,Membuat lampu tenaga surya.
27409,Menginstal lampu hias.
27409,Merakit lampu dinding.
27409,Memproduksi starter lampu.
27409,Memperbaiki lampu meja.
27409,Menjual lampu hias natal.
27409,Merancang lampu dekorasi.
27409,Membuat lentera karbit.
27409,Merakit lampu kamar mandi.
27409,Memproduksi tempat lilin lilin.
27409,Menguji kualitas lampu.
27409,Membuat komponen lampu.
27409,Memproduksi lampu antik.
27409,Memperbaiki lampu jalan.
27409,Membuat lampu sorot.
27409,Menjual lampu.
27409,Merakit lampu tidur.
27409,Memproduksi lentera.
27409,Memperbaiki lampu.
27409,Membuat lampu.
27409,Menjual sparepart lampu.
27510,Menggunakan vacuum cleaner untuk membersihkan rumah
27510,Memasak dengan blender di dapur
27510,Menggunakan pengkilat lantai untuk kebersihan
27510,Membuang sampah menggunakan tempat sampah listrik
27510,Menggunakan juicer untuk membuat jus segar
27510,Mencukur dengan alat cukur listrik
27510,Menggunakan sikat gigi elektrik
27510,Mengasah pisau dengan pengasah listrik
27510,Menyimpan makanan di kulkas
27510,Mencuci piring dengan mesin pencuci piring
27510,Mencuci pakaian dengan mesin cuci
27510,Mengeringkan pakaian dengan mesin pengering
27510,Memasak dengan grinder bumbu
27510,Membuat smoothie dengan blender
27510,Menggunakan pembuka kaleng listrik
27510,Memakai alat perawatan tubuh listrik
27510,Membersihkan rumah dengan vacuum cleaner
27510,Membuat jus buah dengan juicer
27510,Mencukur jenggot dengan alat cukur
27510,Menyikat gigi dengan sikat elektrik
27510,Menggunakan pengkilat lantai kayu
27510,Membuang sampah dengan otomatis
27510,Memasak saus dengan blender
27510,Mencuci pakaian kotor
27510,Mengeringkan baju setelah dicuci
27510,Menghaluskan bumbu dengan grinder
27510,Membuat minuman sehat dengan juicer
27510,Memakai sikat gigi elektrik setiap hari
27510,Mencukur kumis setiap pagi
27510,Membersihkan debu dengan vacuum
27510,Menggunakan mesin cuci piring
27510,Menaruh makanan di kulkas
27510,Menyiapkan makanan dengan blender
27510,Mencuci baju dengan mesin
27510,Mengeringkan baju di mesin
27510,Menghaluskan bahan makanan dengan grinder
27510,Merawat diri dengan alat listrik
27510,Membuat jus setiap pagi
27510,Mencukur rambut setiap minggu
27510,Membersihkan karpet dengan vacuum
27510,Membuat smoothie buah setiap hari
27510,Membersihkan lantai dengan pengkilat
27510,Membuang limbah dengan tempat sampah
27510,Menggunakan alat cukur pada pagi hari
27510,Menggosok gigi menggunakan elektrik
27510,Memasak bumbu dapur dengan grinder
27510,Menggunakan juicer untuk sarapan
27510,Membersihkan rumah dengan perlengkapan listrik
27510,Menggunakan vacuum cleaner setiap hari
27510,Membuat jus buah segar dengan juicer
27900,Membuat dinamo lampu sepeda tiap hari.
27900,Merakit busi untuk kendaraan bermotor.
27900,Mengecek alat peringatan suara listrik.
27900,Memasang sinyal listrik jalan raya.
27900,Membuat komponen pengatur lalu lintas.
27900,Menguji charger (pengisi) baterai.
27900,Memperbaiki alat pembuka pintu listrik.
27900,Mengoperasikan mesin pembersih ultrasonik.
27900,Merawat tanning beds (alat tanning).
27900,Memproduksi solid state inverter.
27900,Membuat peralatan rektifikasi listrik.
27900,Meneliti fuel cells.
27900,Merancang penyuplai daya listrik.
27900,Menginstal UPS (uninterruptible power supplies).
27900,Memperbaiki supresor gelombang listrik.
27900,Merakit kabel peralatan.
27900,Membuat kabel sambungan listrik.
27900,Memproduksi perangkat kabel berpenyekat.
27900,Memanufaktur karbon dan grafit elektroda.
27900,Membuat kontak karbon dan grafit listrik.
27900,Merancang akselerator partikel.
27900,Membuat kapasitor elektronik.
27900,Merakit resistor elektronik.
27900,Memproduksi kondenser listrik.
27900,Membuat elektromagnet.
27900,Memperbaiki papan skor listrik.
27900,Merawat reklame listrik.
27900,Membuat insulator listrik.
27900,Menggunakan peralatan patri listrik.
27900,Memperbaiki besi solder tangan.
27900,Merakit modul fotovoltaik (panel surya).
27900,Membuat rokok elektrik (vape).
27900,Memproduksi komponen elektronik.
27900,Merakit perlengkapan elektronik.
27900,Membuat dinamo magnetik.
27900,Memperbaiki klakson listrik.
27900,Menguji alarm listrik.
27900,Memasang bel listrik.
27900,Membuat peralatan sinyal kereta api.
27900,Memproduksi peralatan sinyal pelabuhan.
27900,Merakit peralatan sinyal udara.
27900,Membuat sinyal untuk pejalan kaki.
27900,Meneliti peralatan elektronik.
27900,Membuat komponen charger baterai.
27900,Memperbaiki fuel cells.
27900,Menguji UPS.
27900,Merakit kabel listrik.
27900,Membuat kontak listrik.
27900,Merangkai panel surya.
28113,Produksi Engine Block Mesin Diesel
28113,Merakit Piston untuk Industri Otomotif
28113,Membuat Cincin Piston Berkualitas Tinggi
28113,Memproduksi Cylinder Head Mesin Pembakaran
28113,Perbaikan Karburator Mesin Bensin
28113,Pembuatan Klep/Katup Pelepas Gas
28113,Mendesain Komponen Mesin Pembakaran
28113,Pengujian Engine Block dan Komponen
28113,Manufaktur Komponen Mesin Diesel
28113,Pengecoran Cylinder Head Otomotif
28113,Penggilingan Piston dan Cincin
28113,Perawatan Klep/Katup Mesin
28113,Inspeksi Komponen Mesin Industri
28113,Pembuatan Karburator Mesin Berat
28113,Produksi Komponen Mesin Penggerak
28113,Perbaikan Mesin Pembakaran Dalam
28113,Pembuatan Engine Block Custom
28113,Merancang Komponen Mesin Diesel
28113,Manufaktur Klep/Katup Presisi
28113,Pengecoran dan Pemesinan Komponen
28113,Analisis Kerusakan Komponen Mesin
28113,Perbaikan Karburator dan Sistem
28113,Perakitan Komponen Mesin Otomotif
28113,Desain Engine Block Khusus
28113,Pembuatan Sparepart Mesin Diesel
28113,Proses Pembuatan Cincin Piston
28113,Pengecoran Cylinder Head Presisi
28113,Pemeliharaan Klep/Katup Gas
28113,Perancangan Komponen Otomotif
28113,Produksi Komponen Mesin Umum
28113,Pembuatan Karburator Beragam
28113,Perawatan Mesin Pembakaran Dalam
28113,Manufaktur Engine Block Berkualitas
28113,Membuat Klep/Katup Tahan Lama
28113,Desain Komponen Mesin Canggih
28113,Inspeksi dan Pengujian Mesin
28113,Perakitan Piston dan Komponen
28113,Pembuatan Cylinder Head Presisi
28113,Pemeliharaan Karburator dan Sistem
28113,Produksi Komponen Mesin Otomotif
28113,Desain Engine Block Inovatif
28113,Pembuatan Sparepart Mesin Diesel
28113,Proses Pembuatan Cincin Piston
28113,Pengecoran Head Cylinder Presisi
28113,Pemeliharaan Klep/Katup Gas
28113,Perancangan Komponen Otomotif
28113,Produksi Komponen Mesin Umum
28113,Pembuatan Karburator Beragam
28113,Perawatan Mesin Pembakaran Dalam
28130,Membuat dan memperbaiki kompresor udara.
28130,Mendesain pompa air untuk industri.
28130,Merakit katup untuk sistem perpipaan.
28130,Memproduksi pompa vakum berkualitas.
28130,Menguji kinerja kompresor AC.
28130,Memperbaiki pompa bahan bakar mobil.
28130,Menjual pompa air rumah tangga.
28130,Membuat katup dan keran logam tahan lama.
28130,Merancang sistem kompresor gas.
28130,Memasang pompa air di gedung.
28130,Memperbaiki pompa laboratorium canggih.
28130,Menjual suku cadang pompa industri.
28130,Memproduksi kompresor untuk kendaraan.
28130,Merakit katup sanitasi berkualitas tinggi.
28130,Menjual keran air untuk kamar mandi.
28130,Membuat pompa oli untuk mesin.
28130,Memperbaiki kompresor kulkas.
28130,Mendesain pompa untuk mesin pembakaran.
28130,Menjual pompa udara untuk kebutuhan.
28130,Memproduksi katup regulasi presisi.
28130,Memperbaiki keran air di pabrik.
28130,Membuat pompa tangan untuk air.
28130,Merakit kompresor untuk pabrik.
28130,Menguji pompa dan keran.
28130,Menjual pompa air untuk pertanian.
28130,Memproduksi katup pemanas ruangan.
28130,Memperbaiki pompa vakum industri.
28130,Mendesain kompresor gas portabel.
28130,Menjual suku cadang katup.
28130,Membuat pompa air bertenaga.
28130,Memperbaiki kompresor dan pompa.
28130,Merakit katup dan kran industri.
28130,Menguji kinerja pompa.
28130,Menjual pompa untuk berbagai aplikasi.
28130,Memproduksi katup sanitasi.
28130,Memperbaiki keran dan katup.
28130,Mendesain sistem pompa.
28130,Menjual kompresor dan pompa.
28130,Membuat pompa untuk mobil.
28130,Memperbaiki kompresor dan AC.
28130,Merakit katup dan keran logam.
28130,Menguji pompa air.
28130,Menjual keran air.
28130,Membuat pompa oli.
28130,Memperbaiki sistem kompresor.
28130,Merancang pompa industri.
28130,Menjual pompa vacuum.
28130,Membuat keran untuk industri
28130,Memperbaiki pompa bahan bakar
28151,Membuat tungku industri peleburan logam.
28151,Merakit peralatan pemanas rumah tangga.
28151,Memproduksi tungku pembakar skala besar.
28151,Mendesain tungku pemanas tanpa listrik.
28151,Memperbaiki peralatan pemanas berbasis solar.
28151,Merancang mechanical stokers.
28151,Membuat mechanical grates.
28151,Merakit mechanical ash discharges.
28151,Mengelas tungku logam industri.
28151,Menguji kinerja tungku pemanas.
28151,Memperbaiki tungku peleburan bijih besi.
28151,Memproduksi komponen tungku.
28151,Membangun tungku rumah tangga uap.
28151,Memasang pemanas minyak.
28151,Memelihara tungku dan alat pemanas.
28151,Mengelola produksi tungku industri.
28151,Memproses pesanan tungku khusus.
28151,Menjual peralatan pemanas rumah tangga.
28151,Melakukan inspeksi tungku.
28151,Membuat tungku untuk industri.
28151,Merancang sistem pemanas.
28151,Membangun tungku tanpa listrik.
28151,Memperbaiki tungku pembakar.
28151,Menjual suku cadang tungku.
28151,Melakukan instalasi tungku.
28151,Menguji emisi tungku.
28151,Membuat tungku peleburan kecil.
28151,Merakit tungku berbasis kayu.
28151,Memproduksi tungku tahan panas.
28151,Memasang pemanas ruangan.
28151,Membuat tungku khusus.
28151,Melayani pelanggan peralatan pemanas.
28151,Mendesain sistem dapur industri.
28151,Mengelola stok suku cadang tungku.
28151,Memperbaiki sistem pembuangan abu.
28151,Membuat tungku untuk peleburan.
28151,Merancang tungku untuk industri baja.
28151,Memperbaiki tungku uap.
28151,Menguji material tungku.
28151,Memproduksi tungku dengan efisiensi tinggi.
28151,Memasang sistem pengapian tungku.
28151,Membuat tungku laboratorium kecil.
28151,Melakukan penelitian tungku.
28151,Merakit tungku pembakaran biomassa.
28151,Melayani servis peralatan pemanas.
28151,Memperbaiki tungku dengan teknologi baru.
28151,Menjual tungku industri.
28151,Mengelola proyek tungku.
28151,Membuat tungku peleburan emas.
28151,Mendesain tungku untuk produksi.
28151,Memproduksi tungku dengan efisiensi tinggi.
28160,Merakit crane industri untuk proyek konstruksi.
28160,Memperbaiki eskalator di pusat perbelanjaan.
28160,Mengoperasikan forklift di gudang logistik.
28160,Membuat conveyor belt untuk pabrik manufaktur.
28160,Memelihara lift penumpang di gedung perkantoran.
28160,Menginspeksi winch di pelabuhan.
28160,Menginstal derrick di lokasi konstruksi.
28160,Memperbaiki katrol kerek di bengkel.
28160,Mengoperasikan mobile lifting frame di bandara.
28160,Membuat komponen lift untuk gedung tinggi.
28160,Memperbaiki conveyor sistem di pabrik.
28160,Memasang eskalator baru di stasiun.
28160,Mengoperasikan crane untuk bongkar muat kapal.
28160,Membuat derek untuk proyek konstruksi.
28160,Memelihara forklift untuk keamanan operasional.
28160,Membuat mesin pengangkat di pabrik.
28160,Memperbaiki winch di kapal.
28160,Menginstal lift barang di gudang.
28160,Mengoperasikan conveyor untuk paket.
28160,Membuat komponen eskalator.
28160,Memperbaiki derek di lokasi konstruksi.
28160,Mengganti tali kerek pada crane.
28160,Mengoperasikan lift barang di pabrik.
28160,Membuat komponen conveyor.
28160,Membangun elevator untuk apartemen.
28160,Memelihara eskalator di pusat kota.
28160,Mengoperasikan forklift di area produksi.
28160,Memperbaiki mesin pengangkat di gudang.
28160,Membuat conveyor untuk produksi.
28160,Memasang lift penumpang baru.
28160,Mengoperasikan crane di pelabuhan.
28160,Memperbaiki forklift di pabrik.
28160,Membuat komponen derek.
28160,Memperbaiki lift barang di pabrik.
28160,Mengoperasikan conveyor di pabrik.
28160,Membuat eskalator untuk proyek.
28160,Memasang lift barang di gedung.
28160,Mengoperasikan alat berat di gudang.
28160,Merancang sistem conveyor.
28160,Memelihara forklift untuk keamanan.
28160,Membuat katrol kerek.
28160,Memperbaiki komponen lift.
28160,Mengoperasikan derek untuk konstruksi.
28160,Melakukan inspeksi sistem lift.
28160,Membuat suku cadang lift.
28160,Merancang sistem pengangkat barang.
28160,Memperbaiki eskalator dan lift.
28160,Mengoperasikan forklift di lokasi proyek.
28160,Membuat komponen conveyor.
28160,Merancang dan memelihara crane.
28193,Merakit mesin pendingin komersial
28193,Membuat lemari pajang pendingin
28193,Servis mesin AC industri
28193,Memproduksi kipas angin industri
28193,Instalasi exhaust hood laboratorium
28193,Reparasi mesin pendingin vaksin
28193,Perakitan mesin penjual otomatis
28193,Membuat komponen mesin pendingin
28193,Pengecekan mesin AC kendaraan
28193,Memperbaiki mesin pendingin darah
28193,Pembuatan lemari pendingin komersial
28193,Servis exhaust hood industri
28193,Merakit mesin pendingin ruang
28193,Memproduksi komponen AC
28193,Instalasi mesin penjual otomatis
28193,Perbaikan kulkas komersial
28193,Pembuatan mesin pendingin makanan
28193,Servis kipas angin industri besar
28193,Merakit cold storage komersial
28193,Memproduksi komponen cold storage
28193,Instalasi mesin pendingin laboratorium
28193,Perbaikan mesin AC pabrik
28193,Pembuatan mesin penjual minuman dingin
28193,Servis mesin pendingin vaksin
28193,Merakit display case pendingin
28193,Memproduksi exhaust hood laboratorium
28193,Instalasi AC mobil
28193,Perbaikan kulkas display komersial
28193,"Pembuatan mesin pendingin, pembeku"
28193,Servis cold storage komersial
28193,Merakit komponen mesin pendingin
28193,Memproduksi mesin AC industri
28193,Instalasi exhaust hood dapur industri
28193,Perbaikan mesin pendingin makanan beku
28193,Pembuatan display case pendingin
28193,Servis mesin penjual otomatis
28193,Merakit unit AC
28193,Memproduksi kipas angin industri khusus
28193,Instalasi mesin pendingin bank darah
28193,Perbaikan kulkas laboratorium
28193,Pembuatan cold storage skala kecil
28193,Servis komponen AC kendaraan
28193,Merakit exhaust hood pabrik
28193,Memproduksi mesin pendingin darah
28193,Instalasi sistem pendingin komersial
28193,Perbaikan mesin pendingin farmasi
28193,Pembuatan mesin pendingin minuman
28193,Servis mesin pendingin produk biologis
28193,Merakit lemari pendingin display
28193,Memproduksi selongsong AC
28221,"Operasikan mesin bubut, buat komponen logam."
28221,Mendesain jig dan fixture untuk produksi.
28221,"Mengoperasikan mesin frais, produksi part presisi."
28221,Merancang dan membuat dies untuk stamping.
28221,"Penggerindaan logam, hasilkan permukaan halus."
28221,Merakit mesin perkakas.
28221,Membuat cutting tools berkualitas tinggi.
28221,Mengontrol kualitas produk mesin perkakas.
28221,Memelihara mesin bubut dan frais.
28221,Mengelas komponen mesin logam.
28221,Memotong logam dengan mesin gergaji.
28221,Mengatur dan memprogram CNC milling.
28221,"Bekerja dengan mesin press, membentuk logam."
28221,Melakukan inspeksi kualitas produk.
28221,Membuat komponen mesin dengan presisi.
28221,Merancang dan memproduksi peralatan pabrikasi.
28221,Mengelola produksi mesin perkakas.
28221,Membuat mould untuk pencetakan logam.
28221,Mengoperasikan mesin gunting logam.
28221,Merakit komponen mesin presisi tinggi.
28221,Servis dan perbaikan mesin perkakas.
28221,Mengukur dan menganalisis hasil produksi.
28221,Memprogram mesin bubut CNC.
28221,Membuat cetakan logam presisi.
28221,Mengatur mesin gerinda untuk finishing.
28221,Mengontrol inventaris komponen mesin.
28221,Melakukan uji coba mesin baru.
28221,Membuat desain cutting tools.
28221,Mengoperasikan EDM untuk pembentukan logam.
28221,Membangun dan merakit mesin frais.
28221,Membuat komponen mesin dengan toleransi ketat.
28221,Menjual mesin bubut dan suku cadang.
28221,Melakukan perbaikan mesin gerinda.
28221,Mendesain sistem jig dan fixture.
28221,Bertanggung jawab atas perawatan mesin CNC.
28221,Bekerja dengan mesin pembentuk logam.
28221,Merakit mesin perkakas skala besar.
28221,Mengontrol kualitas produk akhir.
28221,Membuat prototipe komponen mesin.
28221,Melakukan kalibrasi mesin perkakas.
28221,Menjual cutting tools dan perlengkapan.
28221,Merancang dan menguji mesin press.
28221,Membuat dan memperbaiki dies stamping.
28221,Melatih operator mesin perkakas.
28221,Membuat komponen mesin secara massal.
28221,Bertanggung jawab atas keselamatan kerja.
28221,Bekerja dengan berbagai jenis logam.
28221,Mengelola tim produksi mesin perkakas.
28221,Mencari solusi perbaikan mesin rusak.
28240,Membuat mesin pertambangan dan konstruksi.
28240,Merakit conveyor untuk pertambangan.
28240,Memperbaiki mesin pemecah batu bara.
28240,Mengoperasikan mesin pengeboran terowongan.
28240,Memproduksi traktor konstruksi tugas berat.
28240,Merancang sistem pengangkatan material.
28240,Mengelas komponen mesin pertambangan.
28240,Melakukan perawatan mesin pemindah tanah.
28240,Memasang alat penyaring mineral.
28240,Mengontrol kualitas produksi mesin.
28240,Membuat bulldozer dan perlengkapannya.
28240,Menguji kinerja mesin konstruksi.
28240,Memproduksi mesin pencampur beton.
28240,Memperbaiki mesin pile-driver.
28240,Mengelola inventaris suku cadang mesin.
28240,Membuat mesin penghalus beton.
28240,Merakit traktor tracklaying.
28240,Mengoperasikan truk dumping off-road.
28240,Mendesain angle dozer.
28240,Melakukan inspeksi mesin konstruksi.
28240,Memproses pesanan suku cadang mesin.
28240,Membuat komponen mesin pertambangan.
28240,Mengelas rangka mesin konstruksi.
28240,Melakukan uji coba mesin baru.
28240,Memproduksi mesin grading tanah.
28240,Memperbaiki mesin pemindai material.
28240,Mengelola proses produksi mesin.
28240,Membuat mesin scraper tanah.
28240,Membuat mesin pemuat material.
28240,Melakukan perawatan preventif mesin.
28240,Memproduksi mesin pengangkut material.
28240,Melakukan pengujian kualitas produk.
28240,Membuat mesin pemisah mineral.
28240,Merancang sistem kontrol mesin.
28240,Memperbaiki mesin penghancur batu.
28240,Mengawasi perakitan mesin pertambangan.
28240,Membuat pisau bulldozer.
28240,Menguji mesin traktor konstruksi.
28240,Memproduksi mesin pengaduk mortar.
28240,Melakukan kalibrasi mesin.
28240,Membuat mesin penyebar aspal.
28240,Merakit komponen mesin.
28240,Membuat suku cadang mesin.
28240,Melakukan troubleshooting mesin.
28240,Memproduksi mesin penggiling.
28240,Membuat mesin pemotong.
28240,Memperbaiki mesin ekskavator.
28240,Melakukan perawatan rutin mesin.
28240,Membuat mesin pemadat tanah.
29101,Merakit mobil penumpang harian.
29101,Membuat truk pengangkut barang.
29101,Membangun sasis kendaraan bermotor.
29101,Memproduksi bus kota.
29101,Merakit mobil pemadam kebakaran.
29101,Membuat mesin kendaraan bermotor.
29101,Mereparasi mesin diesel truk.
29101,Mendesain bodi mobil sedan.
29101,Membuat mobil ambulans darurat.
29101,Merakit mobil golf elektrik.
29101,Memproduksi pick-up untuk pengiriman.
29101,Membuat mesin bensin kendaraan.
29101,Merakit kendaraan lapis baja.
29101,Membuat lori pencampur beton.
29101,Memproduksi ATV off-road.
29101,Servis mesin kendaraan bermotor.
29101,Membuat go-kart balap.
29101,Merancang mobil salju.
29101,Membangun perpustakaan mobil.
29101,Membuat mobil toko keliling.
29101,Merakit mobil stasiun wagon.
29101,Membangun kendaraan amfibi.
29101,Memproduksi bus pariwisata.
29101,Servis sasis kendaraan.
29101,Membuat mesin semi diesel.
29101,Merakit jeep offroad.
29101,Mendesain interior mobil.
29101,Merakit mobil penyapu jalan.
29101,Membuat komponen mesin.
29101,Memperbaiki mesin kendaraan.
29101,Membuat rangka kendaraan.
29101,Merakit mobil balap.
29101,Membangun kendaraan listrik.
29101,Servis mesin bensin.
29101,Membuat mesin pembakaran dalam.
29101,Merakit mobil penumpang.
29101,Memproduksi truk ringan.
29101,Mendesain sistem kelistrikan mobil.
29101,Membuat suku cadang mesin.
29101,Memperbaiki transmisi kendaraan.
29101,Merakit mobil pengangkut.
29101,Membangun prototipe kendaraan.
29101,Servis sistem pendingin mobil.
29101,Membuat blok mesin.
29101,Merakit kendaraan niaga.
29101,Memproduksi komponen sasis.
29101,Membuat mesin diesel.
29101,Reparasi mesin kendaraan.
29101,Merakit mobil untuk dijual.
29200,Merakit bodi truk sesuai pesanan
29200,Membuat bak pick up berkualitas tinggi
29200,Mengelas rangka bodi bus
29200,Menginstal pintu dan jendela mobil
29200,Merancang interior karoseri penumpang
29200,Mengecat bodi mobil dan truk
29200,Membuat kontainer pengangkut barang
29200,Merakit trailer pengangkut berat
29200,Membuat semi trailer tahan lama
29200,Memperbaiki bodi kendaraan rusak
29200,Menjahit jok dan interior mobil
29200,Memasang aksesoris karoseri
29200,Mendesain bodi kendaraan khusus
29200,Mengelas dan membentuk plat baja
29200,Memasang sistem kelistrikan karoseri
29200,Membuat rangka caravan yang kuat
29200,Mereparasi bodi mobil bekas
29200,Melakukan pengecatan ulang bodi kendaraan
29200,Membuat tangki bahan bakar mobil
29200,Membangun bodi kendaraan pemadam kebakaran
29200,Merakit bodi mobil ambulance
29200,Membuat bak sampah truk
29200,Melas bagian-bagian trailer
29200,Memasang ban dan velg karoseri
29200,Membuat atap bus yang aman
29200,Mengganti kaca mobil pecah
29200,Memasang lampu dan sinyal karoseri
29200,Membuat kendaraan derek
29200,Melakukan perbaikan bodi secara umum
29200,Membuat rangka bodi mobil van
29200,Merancang interior bus mewah
29200,Membuat bodi mobil polisi
29200,Memperbaiki pintu dan jendela karoseri
29200,Membuat bak pengangkut pasir
29200,Membuat bodi kendaraan pengangkut ternak
29200,Memeriksa kualitas bodi kendaraan
29200,Membuat dudukan ban serep
29200,Merakit bagian-bagian trailer
29200,Mengubahsuai bodi kendaraan
29200,Melakukan finishing karoseri
29200,Membuat bodi kendaraan food truck
29200,Memasang spakbor dan bumper
29200,Melakukan sandblasting bodi kendaraan
29200,Membuat tangga akses karoseri
29200,Memasang stiker dan branding mobil
29200,Membuat plat nomor kendaraan
29200,Melakukan uji coba bodi kendaraan
29200,Merakit kursi penumpang bus
29200,Membuat karoseri mobil balap
29200,Melayani pelanggan karoseri
29300,"Membuat radiator kendaraan, merakit komponen."
29300,"Merancang sistem rem, uji coba komponen."
29300,"Memproduksi gearbox, rakit persneling."
29300,"Mengelas knalpot, pasang silencer."
29300,"Membuat tangki bahan bakar, uji kebocoran."
29300,"Perakitan bumper mobil, finishing akhir."
29300,"Memasang sabuk pengaman, quality control."
29300,"Membuat jok mobil, desain interior."
29300,"Merakit alternator, uji tegangan."
29300,"Membuat busi, memastikan kualitas percikan."
29300,"Merakit kabel busi, instalasi kelistrikan."
29300,"Membuat airbag, uji coba keamanan."
29300,"Merancang roda kemudi, perakitan kolom."
29300,Memproduksi suspensi shock absorber.
29300,"Membuat pipa pembuangan, kontrol emisi."
29300,"Merancang katalis konverter, mengurangi polusi."
29300,"Membuat kopling, uji coba daya."
29300,Merakit sistem buka tutup pintu otomatis.
29300,"Memasang argometer, kalibrasi panel instrumen."
29300,"Membuat inverter, supply daya kendaraan."
29300,"Memproduksi leaf spring, uji ketahanan."
29300,"Merancang AS roda, uji beban."
29300,"Membuat road wheel, kualitas ban."
29300,"Pengecatan komponen, finishing akhir."
29300,"Pengelasan komponen bodi, perbaikan."
29300,"Inspeksi komponen, quality control."
29300,"Merakit komponen elektronik, troubleshooting."
29300,"Pengujian performa komponen, evaluasi."
29300,"Pengemasan komponen, persiapan pengiriman."
29300,"Pemasaran komponen, penjualan produk."
29300,"Mengontrol persediaan, manajemen gudang."
29300,"Melakukan perawatan mesin, perbaikan alat."
29300,"Mengatur jadwal produksi, efisiensi kerja."
29300,"Melatih pekerja baru, transfer pengetahuan."
29300,"Berkonsultasi dengan insinyur, pengembangan produk."
29300,"Menganalisis kegagalan komponen, solusi."
29300,"Membuat prototipe komponen, uji coba awal."
29300,"Berkoordinasi dengan pemasok, pengadaan bahan."
29300,"Menerima pesanan, menindaklanjuti produksi."
29300,"Melakukan riset pasar, identifikasi kebutuhan."
29300,"Memperbaiki kerusakan komponen, pemeliharaan."
29300,"Menjaga kebersihan area kerja, keselamatan."
29300,"Membuat laporan produksi, evaluasi kinerja."
29300,"Mendukung tim desain, kolaborasi proyek."
29300,"Memastikan kepatuhan standar, sertifikasi."
29300,"Mengembangkan strategi pemasaran, promosi."
29300,"Menangani keluhan pelanggan, pelayanan."
29300,"Mengoptimalkan proses produksi, efisiensi."
29300,"Membuat penawaran harga, negosiasi pelanggan."
30111,Merakit kapal penumpang baja
30111,Membuat kapal ferry fiberglass
30111,Membangun kapal kargo kayu
30111,Merancang kapal tanker komersial
30111,Memperbaiki kapal penyeret motor
30111,Mengelas kapal layar baja
30111,Melukis kapal perang
30111,Membangun kapal penelitian
30111,Memasang mesin kapal penangkap ikan
30111,Merakit kapal pengolah ikan
30111,Mengecat lambung kapal ferry
30111,Mendesain interior kapal penumpang
30111,Membuat kerangka kapal baja
30111,Memasang jendela kapal kargo
30111,Mengisi bahan bakar kapal tanker
30111,Memperbaiki baling-baling kapal penyeret
30111,Menguji coba kapal layar
30111,Merakit persenjataan kapal perang
30111,Memasang alat navigasi kapal penelitian
30111,Membuat jaring kapal penangkap ikan
30111,Memproses ikan di kapal pengolah
30111,Mengelas bagian lambung kapal
30111,Membangun dek kapal
30111,Memasang pipa di kapal
30111,Memperbaiki sistem kelistrikan kapal
30111,Mengganti mesin kapal
30111,Menjahit layar kapal
30111,Merakit tiang kapal
30111,Membuat cerobong asap kapal
30111,Memasang jangkar kapal
30111,Mengecat bagian bawah kapal
30111,Memasang kursi di kapal penumpang
30111,Membuat sekat kapal
30111,Memasang pintu kapal
30111,Memperbaiki kerusakan kapal
30111,Menguji kebocoran kapal
30111,Memasang atap kapal
30111,Membuat tangga kapal
30111,Merakit kemudi kapal
30111,Memasang sistem pendingin kapal
30111,Membuat lambung kapal
30111,Memperbaiki kerusakan lambung kapal
30111,Memasang perlengkapan keselamatan kapal
30111,Memasang radar kapal
30111,Membuat ruang mesin kapal
30111,Merakit bagian dalam kapal
30111,Membersihkan kapal
30111,Memperbaiki sistem komunikasi kapal
30111,Membuat perahu nelayan
30111,Memasang bendera kapal
30113,Merakit perlengkapan lambung kapal
30113,Memasang akomodasi kerja kapal
30113,Menginstal mesin geladak kapal
30113,Memperbaiki alat kemudi kapal
30113,Memasang alat bongkar muat kapal
30113,Membuat bagian kapal
30113,Mengelas komponen kapal
30113,Mengecat perlengkapan kapal
30113,Memasang jendela kapal
30113,Membuat pintu kapal
30113,Memperbaiki lambung kapal
30113,Memasang tangga kapal
30113,Menyediakan akomodasi kapal
30113,Mengatur ruang mesin kapal
30113,Memperbaiki alat navigasi kapal
30113,Mengelas struktur kapal
30113,Memasang pipa kapal
30113,Membuat tangki kapal
30113,Memasang sistem listrik kapal
30113,Memasang sistem ventilasi kapal
30113,Memperbaiki dek kapal
30113,Mengelas rangka kapal
30113,Membuat kursi kapal
30113,Memasang perlengkapan keselamatan kapal
